caller	provider	method	path_template	interface	method_name	body_type	return_type	resolved_by	claim
gate	front50	GET	/notifications/{type}/{app}	Front50Service	getNotificationConfigs	-	Call<Map>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:127
gate	front50	DELETE	/notifications/{type}/{app}	Front50Service	deleteNotificationConfig	-	Call<ResponseBody>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:130
gate	front50	POST	/notifications/{type}/{app}	Front50Service	saveNotificationConfig	Map	Call<ResponseBody>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:133
gate	front50	GET	/v2/projects	Front50Service	getAllProjects	-	Call<List<Map>>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:137
gate	front50	GET	/v2/projects/{projectId}	Front50Service	getProject	-	Call<Map>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:140
gate	front50	GET	/snapshots/{id}	Front50Service	getCurrentSnapshot	-	Call<Map>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:143
gate	front50	GET	/snapshots/{id}/history	Front50Service	getSnapshotHistory	-	Call<List<Map>>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:146
gate	front50	GET	/serviceAccounts	Front50Service	getServiceAccounts	-	Call<List<ServiceAccount>>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:149
gate	front50	GET	/deliveries	Front50Service	getDeliveries	-	Call<List<Map>>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:152
gate	front50	GET	/deliveries/{id}	Front50Service	getDelivery	-	Call<Map>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:155
gate	front50	GET	/pluginInfo	Front50Service	getPluginInfo	-	Call<List<Map>>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:158
gate	front50	GET	/installedPlugins	Front50Service	getInstalledPlugins	-	Call<List<SpinnakerPluginDescriptor>>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:161
gate	igor	GET	/masters	IgorService	getBuildMasters	-	Call<List<String>>	services.igor.baseUrl (GateConfig.igorService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:12
gate	igor	GET	/masters	IgorService	getBuildMasters	-	Call<List<String>>	services.igor.baseUrl (GateConfig.igorService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:22
gate	igor	GET	/jobs/{buildMaster}	IgorService	getJobsForBuildMaster	-	Call<List<String>>	services.igor.baseUrl (GateConfig.igorService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:25
gate	igor	GET	/jobs/{buildMaster}/{job}	IgorService	getJobConfig	-	Call<Map>	services.igor.baseUrl (GateConfig.igorService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:28
gate	igor	GET	/builds/all/{buildMaster}/{job}	IgorService	getBuilds	-	Call<List<Map>>	services.igor.baseUrl (GateConfig.igorService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:32
gate	igor	GET	/builds/status/{number}/{buildMaster}/{job}	IgorService	getBuild	-	Call<Map>	services.igor.baseUrl (GateConfig.igorService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:36
gate	igor	GET	/artifactory/names	IgorService	getArtifactoryNames	-	Call<List<String>>	services.igor.baseUrl (GateConfig.igorService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:42
gate	igor	GET	/nexus/names	IgorService	getNexusNames	-	Call<List<String>>	services.igor.baseUrl (GateConfig.igorService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:45
gate	igor	GET	/concourse/{buildMaster}/teams	IgorService	getConcourseTeams	-	Call<List<String>>	services.igor.baseUrl (GateConfig.igorService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:48
gate	igor	GET	/concourse/{buildMaster}/teams/{team}/pipelines	IgorService	getConcoursePipelines	-	Call<List<String>>	services.igor.baseUrl (GateConfig.igorService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:51
gate	igor	GET	/concourse/{buildMaster}/teams/{team}/pipelines/{pipeline}/jobs	IgorService	getConcourseJobs	-	Call<List<String>>	services.igor.baseUrl (GateConfig.igorService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:55
gate	igor	GET	/gcb/accounts	IgorService	getGoogleCloudBuildAccounts	-	Call<List<String>>	services.igor.baseUrl (GateConfig.igorService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:61
gate	igor	GET	/gcb/triggers/{account}	IgorService	getGoogleCloudBuildTriggers	-	Call<List<GoogleCloudBuildTrigger>>	services.igor.baseUrl (GateConfig.igorService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:64
gate	igor	GET	/codebuild/accounts	IgorService	getAwsCodeBuildAccounts	-	Call<List<String>>	services.igor.baseUrl (GateConfig.igorService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:67
gate	igor	GET	/codebuild/projects/{account}	IgorService	getAwsCodeBuildProjects	-	Call<List<String>>	services.igor.baseUrl (GateConfig.igorService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:70
gate	igor	GET	/artifacts/{provider}/{packageName}	IgorService	getArtifactVersions	-	Call<List<String>>	services.igor.baseUrl (GateConfig.igorService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:73
gate	igor	GET	/artifacts/{provider}/{packageName}/{version}	IgorService	getArtifactByVersion	-	Call<Map<String,Object>>	services.igor.baseUrl (GateConfig.igorService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:79
gate	igor	GET	/concourse/{buildMaster}/teams/{team}/pipelines/{pipeline}/resources	IgorService	getConcourseResources	-	Call<List<String>>	services.igor.baseUrl (GateConfig.igorService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:85
gate	igor	GET	/ci/builds	IgorService	getBuilds	-	Call<List<Map<String,Object>>>	services.igor.baseUrl (GateConfig.igorService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:91
gate	igor	GET	/ci/builds/{buildId}/output	IgorService	getBuildOutput	-	Call<Map<String,Object>>	services.igor.baseUrl (GateConfig.igorService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:99
gate	igor	GET	/installedPlugins	IgorService	getInstalledPlugins	-	Call<List<SpinnakerPluginDescriptor>>	services.igor.baseUrl (GateConfig.igorService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:102
gate	keel	POST	/graphql	KeelService	graphql	GraphQLRequest	Call<Map<String,Object>>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:46
gate	keel	GET	/resources/events/{name}	KeelService	getResourceEvents	-	Call<List<Map<String,Object>>>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:50
gate	keel	GET	/resources/{name}	KeelService	getResource	-	Call<Resource>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:54
gate	keel	GET	/resources/{name}	KeelService	getResourceYaml	-	Call<Resource>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:57
gate	keel	GET	/resources/{name}/status	KeelService	getResourceStatus	-	Call<String>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:61
gate	keel	POST	/resources	KeelService	upsertResource	Resource	Call<Resource>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:64
gate	keel	POST	/resources/diff	KeelService	diffResource	Resource	Call<Map>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:67
gate	keel	DELETE	/resources/{name}	KeelService	deleteResource	-	Call<Resource>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:70
gate	keel	GET	/delivery-configs/{name}	KeelService	getManifest	-	Call<DeliveryConfig>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:73
gate	keel	GET	/delivery-configs/{name}	KeelService	getManifestYaml	-	Call<DeliveryConfig>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:76
gate	keel	GET	/delivery-configs/{name}/artifacts	KeelService	getManifestArtifacts	-	Call<List<Map<String,Object>>>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:80
gate	keel	POST	/delivery-configs	KeelService	upsertManifest	DeliveryConfig	Call<DeliveryConfig>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:83
gate	keel	DELETE	/delivery-configs/{name}	KeelService	deleteManifest	-	Call<DeliveryConfig>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:87
gate	keel	DELETE	/application/{application}/config	KeelService	deleteManifestByAppName	-	Call<DeliveryConfig>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:90
gate	keel	POST	/delivery-configs/diff	KeelService	diffManifest	DeliveryConfig	Call<List<Map>>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:93
gate	keel	GET	/delivery-configs/schema	KeelService	schema	-	Call<Map<String,Object>>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:96
gate	keel	POST	/delivery-configs/validate	KeelService	validateManifest	DeliveryConfig	Call<Map>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:99
gate	keel	GET	/application/{application}/config	KeelService	getConfigBy	-	Call<DeliveryConfig>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:103
gate	keel	GET	/application/{application}/environment/{environment}/constraints	KeelService	getConstraintState	-	Call<List<ConstraintState>>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:106
gate	keel	POST	/application/{application}/environment/{environment}/constraint	KeelService	updateConstraintStatus	ConstraintStatus	Call<ResponseBody>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:112
gate	keel	GET	/application/{application}	KeelService	getApplicationDetails	-	Call<Map>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:118
gate	keel	POST	/application/{application}/pause	KeelService	pauseApplication	Map	Call<ResponseBody>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:125
gate	keel	DELETE	/application/{application}/pause	KeelService	resumeApplication	-	Call<ResponseBody>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:129
gate	keel	POST	/resources/{name}/pause	KeelService	pauseResource	Map	Call<ResponseBody>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:132
gate	keel	DELETE	/resources/{name}/pause	KeelService	resumeResource	-	Call<ResponseBody>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:135
gate	keel	GET	/export/{cloudProvider}/{account}/{type}/{name}	KeelService	exportResource	-	Call<Resource>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:138
gate	keel	GET	/export/artifact/{cloudProvider}/{account}/{clusterName}	KeelService	exportArtifact	-	Call<Map<String,Object>>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:146
gate	keel	POST	/application/{application}/pin	KeelService	pin	EnvironmentArtifactPin	Call<ResponseBody>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:152
gate	keel	DELETE	/application/{application}/pin/{targetEnvironment}	KeelService	deletePinForEnvironment	-	Call<ResponseBody>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:155
gate	keel	POST	/application/{application}/veto	KeelService	veto	EnvironmentArtifactVeto	Call<ResponseBody>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:161
gate	keel	POST	/application/{application}/mark/bad	KeelService	markBad	EnvironmentArtifactVeto	Call<ResponseBody>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:165
gate	keel	DELETE	/application/{application}/veto/{targetEnvironment}/{reference}/{version}	KeelService	deleteVeto	-	Call<ResponseBody>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:169
gate	keel	POST	/application/{application}/mark/good	KeelService	markGood	EnvironmentArtifactVeto	Call<ResponseBody>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:176
gate	keel	POST	/application/{application}/environment/{environment}/verifications	KeelService	overrideVerification	OverrideVerificationRequest	Call<ResponseBody>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:180
gate	keel	POST	/application/{application}/environment/{environment}/verifications/retry	KeelService	retryVerification	RetryVerificationRequest	Call<ResponseBody>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:186
gate	keel	GET	/installedPlugins	KeelService	getInstalledPlugins	-	Call<List<SpinnakerPluginDescriptor>>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:192
gate	keel	GET	/reports/onboarding	KeelService	getOnboardingReport	-	Call<ResponseBody>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:195
gate	keel	GET	/reports/adoption	KeelService	getAdoptionReport	-	Call<ResponseBody>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:199
gate	keel	GET	/environments/{application}	KeelService	getEnvironments	-	Call<List<Map<String,Object>>>	services.keel.baseUrl (GateConfig.keelService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:203
gate	orca	POST	/ops	OrcaService	doOperation	Map<String,Object>	Call<Map>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:20
gate	orca	GET	/applications/{application}/tasks	OrcaService	getTasks	-	Call<List>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:24
gate	orca	GET	/v2/applications/{application}/pipelines	OrcaService	getPipelines	-	Call<List>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:32
gate	orca	GET	/projects/{projectId}/pipelines	OrcaService	getPipelinesForProject	-	Call<List<Map>>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:40
gate	orca	GET	/tasks/{id}	OrcaService	getTask	-	Call<Map>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:47
gate	orca	DELETE	/tasks/{id}	OrcaService	deleteTask	-	Call<Map>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:51
gate	orca	PUT	/tasks/{id}/cancel	OrcaService	cancelTask	String	Call<Map>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:55
gate	orca	PUT	/tasks/cancel	OrcaService	cancelTasks	List<String>	Call<Map>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:59
gate	orca	GET	/pipelines	OrcaService	getSubsetOfExecutions	-	Call<List>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:63
gate	orca	GET	/applications/{application}/pipelines/search	OrcaService	searchForPipelineExecutionsByTrigger	-	Call<List>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:72
gate	orca	GET	/pipelines/{id}	OrcaService	getPipeline	-	Call<Map>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:88
gate	orca	PUT	/pipelines/{id}/cancel	OrcaService	cancelPipeline	String	Call<Void>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:92
gate	orca	PUT	/pipelines/{id}/pause	OrcaService	pausePipeline	String	Call<Void>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:100
gate	orca	PUT	/pipelines/{id}/resume	OrcaService	resumePipeline	String	Call<Void>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:104
gate	orca	DELETE	/pipelines/{id}	OrcaService	deletePipeline	-	Call<Void>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:108
gate	orca	PUT	/pipelines/{executionId}/stages/{stageId}/restart	OrcaService	restartPipelineStage	Map	Call<Map>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:112
gate	orca	POST	/orchestrate	OrcaService	startPipeline	Map	Call<Map>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:119
gate	orca	PATCH	/pipelines/{executionId}/stages/{stageId}	OrcaService	updatePipelineStage	Map	Call<Map>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:123
gate	orca	GET	/pipelines/{id}/evaluateExpression	OrcaService	evaluateExpressionForExecution	-	Call<Map>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:128
gate	orca	GET	/pipelines/{id}/{stageId}/evaluateExpression	OrcaService	evaluateExpressionForExecutionAtStage	-	Call<Map>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:133
gate	orca	POST	/pipelines/{id}/evaluateVariables	OrcaService	evaluateVariables	List<Map<String,String>>	Call<Map>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:140
gate	orca	GET	/webhooks/preconfigured	OrcaService	preconfiguredWebhooks	-	Call<List>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:148
gate	orca	GET	/jobs/preconfigured	OrcaService	getPreconfiguredJobs	-	Call<List>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:152
gate	orca	GET	/pipelineTemplate	OrcaService	resolvePipelineTemplate	-	Call<Map>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:156
gate	orca	POST	/convertPipelineToTemplate	OrcaService	convertToPipelineTemplate	Map<String,?extendsObject>	Call<ResponseBody>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:162
gate	orca	POST	/v2/pipelineTemplates/plan	OrcaService	plan	Map<String,Object>	Call<Map<String,Object>>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:166
gate	orca	POST	/concourse/stage/start	OrcaService	concourseStageExecution	String	Call<ResponseBody>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:169
gate	orca	GET	/capabilities/deploymentMonitors	OrcaService	getDeploymentMonitors	-	Call<List<Object>>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:176
gate	orca	GET	/capabilities/expressions	OrcaService	getExpressionCapabilities	-	Call<Map>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:179
gate	orca	GET	/installedPlugins	OrcaService	getInstalledPlugins	-	Call<List<SpinnakerPluginDescriptor>>	services.orca.baseUrl (GateConfig.orcaServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:182
gate	rosco	GET	/bakeOptions	RoscoService	bakeOptions	-	Call<List>	services.rosco.baseUrl (GateConfig.roscoService/roscoServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/RoscoService.java:12
gate	rosco	GET	/bakeOptions/{cloudProvider}	RoscoService	bakeOptions	-	Call<Map>	services.rosco.baseUrl (GateConfig.roscoService/roscoServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/RoscoService.java:15
gate	rosco	GET	/api/v1/{region}/logs/{statusId}	RoscoService	lookupLogs	-	Call<Map>	services.rosco.baseUrl (GateConfig.roscoService/roscoServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/RoscoService.java:19
gate	rosco	GET	/installedPlugins	RoscoService	getInstalledPlugins	-	Call<List<SpinnakerPluginDescriptor>>	services.rosco.baseUrl (GateConfig.roscoService/roscoServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/RoscoService.java:22
gate	fiat	GET	/authorize/{userId}/serviceAccounts?expand=true	ExtendedFiatService	getUserServiceAccounts	-	Call<List<UserPermission.View>>	services.fiat.baseUrl (GateConfig.extendedFiatService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ExtendedFiatService.java:28
gate	fiat	GET	/installedPlugins	ExtendedFiatService	getInstalledPlugins	-	Call<List<SpinnakerPluginDescriptor>>	services.fiat.baseUrl (GateConfig.extendedFiatService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ExtendedFiatService.java:31
gate	kayenta	GET	/credentials	KayentaService	getCredentials	-	Call<List>	services.kayenta.baseUrl (GateConfig.kayentaService)	gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/services/internal/KayentaService.groovy:31
gate	kayenta	GET	/canaryConfig	KayentaService	getCanaryConfigs	-	Call<List>	services.kayenta.baseUrl (GateConfig.kayentaService)	gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/services/internal/KayentaService.groovy:34
gate	kayenta	GET	/canaryConfig/{id}	KayentaService	getCanaryConfig	-	Call<Map>	services.kayenta.baseUrl (GateConfig.kayentaService)	gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/services/internal/KayentaService.groovy:38
gate	kayenta	POST	/canaryConfig	KayentaService	createCanaryConfig	Map	Call<Map>	services.kayenta.baseUrl (GateConfig.kayentaService)	gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/services/internal/KayentaService.groovy:42
