caller	provider	method	path_template	interface	method_name	body_type	return_type	resolved_by	claim
gate	clouddriver	GET	/applications/{name}/clusters/{account}	ClouddriverService	getClustersForAccount	-	Call<List>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:72
gate	clouddriver	GET	/applications/{name}/clusters/{account}/{cluster}	ClouddriverService	getCluster	-	Call<List>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:76
gate	clouddriver	GET	/applications/{application}/clusters/{account}/{cluster}/{provider}/serverGroups/{serverGroupName}/scalingActivities	ClouddriverService	getScalingActivities	-	Call<List>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:81
gate	clouddriver	GET	/applications/{name}/clusters/{account}/{cluster}/{type}	ClouddriverService	getClusterByType	-	Call<Map>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:92
gate	clouddriver	GET	/applications/{name}/clusters/{account}/{cluster}/{type}/serverGroups/{serverGroupName}	ClouddriverService	getServerGroup	-	Call<List>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:100
gate	clouddriver	GET	/applications/{name}/clusters/{account}/{cluster}/{type}/{scope}/serverGroups/target/{target}	ClouddriverService	getTargetServerGroup	-	Call<Map>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:109
gate	clouddriver	GET	/applications/{name}/rawResources	ClouddriverService	getApplicationRawResources	-	Call<List<Map<String,Object>>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:122
gate	clouddriver	GET	/applications/{name}/serverGroups	ClouddriverService	getServerGroups	-	Call<List>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:126
gate	clouddriver	GET	/serverGroups	ClouddriverService	getServerGroups	-	Call<List>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:134
gate	clouddriver	POST	/applications/{name}/jobs/{account}/{region}/{jobName}	ClouddriverService	getJobDetails	String	Call<Map>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:141
gate	clouddriver	GET	/applications/{name}/serverGroups/{account}/{region}/{serverGroupName}	ClouddriverService	getServerGroupDetails	-	Call<Map>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:150
gate	clouddriver	GET	/applications/{name}/clusters/{account}/{cluster}/{type}/loadBalancers	ClouddriverService	getClusterLoadBalancers	-	Call<List>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:159
gate	clouddriver	GET	/{provider}/loadBalancers	ClouddriverService	getLoadBalancers	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:167
gate	clouddriver	GET	/applications/{name}/loadBalancers	ClouddriverService	getApplicationLoadBalancers	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:171
gate	clouddriver	GET	/{provider}/loadBalancers/{name}	ClouddriverService	getLoadBalancer	-	Call<Map>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:175
gate	clouddriver	GET	/{provider}/loadBalancers/{account}/{region}/{name}	ClouddriverService	getLoadBalancerDetails	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:179
gate	clouddriver	GET	/instances/{account}/{region}/{instanceId}	ClouddriverService	getInstanceDetails	-	Call<Map>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:187
gate	clouddriver	GET	/instances/{account}/{region}/{instanceId}/console	ClouddriverService	getConsoleOutput	-	Call<Map>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:194
gate	clouddriver	GET	/{provider}/images/{account}/{region}/{imageId}	ClouddriverService	getImageDetails	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:202
gate	clouddriver	GET	/projects/{project}/clusters	ClouddriverService	getProjectClusters	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:210
gate	clouddriver	GET	/reports/reservation	ClouddriverService	getReservationReports	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:214
gate	clouddriver	GET	/reports/reservation/{name}	ClouddriverService	getReservationReports	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:218
gate	clouddriver	GET	/{provider}/images/find	ClouddriverService	findImages	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:223
gate	clouddriver	GET	/{provider}/images/tags	ClouddriverService	findTags	-	Call<List<String>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:233
gate	clouddriver	GET	/search	ClouddriverService	search	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:240
gate	clouddriver	GET	/securityGroups	ClouddriverService	getSecurityGroups	-	Call<Map>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:249
gate	clouddriver	GET	/securityGroups/{account}/{type}	ClouddriverService	getSecurityGroups	-	Call<Map>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:252
gate	clouddriver	GET	/securityGroups/{account}/{type}	ClouddriverService	getSecurityGroupsForRegion	-	Call<List>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:255
gate	clouddriver	GET	/securityGroups/{account}/{type}/{region}/{name}	ClouddriverService	getSecurityGroup	-	Call<Map>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:259
gate	clouddriver	GET	/applications/{application}/serverGroupManagers	ClouddriverService	getServerGroupManagersForApplication	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:267
gate	clouddriver	GET	/instanceTypes	ClouddriverService	getInstanceTypes	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:270
gate	clouddriver	GET	/keyPairs	ClouddriverService	getKeyPairs	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:273
gate	clouddriver	GET	/subnets	ClouddriverService	getSubnets	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:276
gate	clouddriver	GET	/subnets/{cloudProvider}	ClouddriverService	getSubnets	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:279
gate	clouddriver	GET	/networks	ClouddriverService	getNetworks	-	Call<Map>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:282
gate	clouddriver	GET	/networks/{cloudProvider}	ClouddriverService	getNetworks	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:285
gate	clouddriver	GET	/cloudMetrics/{cloudProvider}/{account}/{region}	ClouddriverService	findAllCloudMetrics	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:288
gate	clouddriver	GET	/cloudMetrics/{cloudProvider}/{account}/{region}/{metricName}/statistics	ClouddriverService	getCloudMetricStatistics	-	Call<Map>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:295
gate	clouddriver	GET	/tags	ClouddriverService	listEntityTags	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:305
gate	clouddriver	GET	/tags/{id}	ClouddriverService	getEntityTags	-	Call<Map>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:308
gate	clouddriver	GET	/certificates	ClouddriverService	getCertificates	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:311
gate	clouddriver	GET	/certificates/{cloudProvider}	ClouddriverService	getCertificates	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:314
gate	clouddriver	GET	/v1/data/static/{id}	ClouddriverService	getStaticData	-	Call<ResponseBody>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:318
gate	clouddriver	GET	/v1/data/adhoc/{groupId}/{bucketId}/{objectId}	ClouddriverService	getAdhocData	-	Call<ResponseBody>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:322
gate	clouddriver	GET	/storage	ClouddriverService	getStorageAccounts	-	Call<List<String>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:328
gate	clouddriver	GET	/artifacts/credentials	ClouddriverService	getArtifactCredentials	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:331
gate	clouddriver	PUT	/artifacts/fetch	ClouddriverService	getArtifactContent	Map	Call<ResponseBody>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:335
gate	clouddriver	GET	/artifacts/account/{accountName}/names	ClouddriverService	getArtifactNames	-	Call<List<String>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:338
gate	clouddriver	GET	/artifacts/account/{accountName}/versions	ClouddriverService	getArtifactVersions	-	Call<List<String>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:342
gate	clouddriver	GET	/roles/{cloudProvider}	ClouddriverService	getRoles	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:348
gate	clouddriver	GET	/ecs/ecsClusters	ClouddriverService	getAllEcsClusters	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:351
gate	clouddriver	GET	/ecs/cloudMetrics/alarms	ClouddriverService	getEcsAllMetricAlarms	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:354
gate	clouddriver	GET	/ecs/secrets	ClouddriverService	getAllEcsSecrets	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:357
gate	clouddriver	GET	/ecs/ecsClusterDescriptions/{account}/{region}	ClouddriverService	getEcsClusterDescriptions	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:360
gate	clouddriver	GET	/ecs/serviceDiscoveryRegistries	ClouddriverService	getAllEcsServiceDiscoveryRegistries	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:364
gate	clouddriver	GET	/manifests/{account}/{location}/{name}	ClouddriverService	getManifest	-	Call<Map>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:367
gate	clouddriver	GET	/applications/{application}/serverGroups/{account}/{serverGroupName}/events	ClouddriverService	getServerGroupEvents	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:373
gate	clouddriver	GET	/servicebroker/{account}/services	ClouddriverService	listServices	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:381
gate	clouddriver	GET	/servicebroker/{account}/serviceInstance	ClouddriverService	getServiceInstance	-	Call<Map>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:387
gate	clouddriver	GET	/functions	ClouddriverService	getFunctions	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:394
gate	clouddriver	GET	/applications/{name}/functions	ClouddriverService	getApplicationFunctions	-	Call<List<Map>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:400
gate	clouddriver	GET	/installedPlugins	ClouddriverService	getInstalledPlugins	-	Call<List<SpinnakerPluginDescriptor>>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:403
gate	clouddriver	GET	/artifacts/content-address/{application}/{hash}	ClouddriverService	getStoredArtifact	-	Call<Artifact.StoredView>	services.clouddriver.baseUrl (GateConfig.clouddriverService/clouddriverServiceSelector)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ClouddriverService.java:406
gate	echo	POST	/webhooks/{type}/{source}	EchoService	webhooks	Map	Call<Map>	services.echo.baseUrl (GateConfig.echoService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/EchoService.java:20
gate	echo	POST	/webhooks/cdevents/{source}	EchoService	webhooks	CloudEvent	Call<ResponseEntity<Void>>	services.echo.baseUrl (GateConfig.echoService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/EchoService.java:24
gate	echo	POST	/webhooks/{type}/{source}	EchoService	webhooks	Map	Call<Map>	services.echo.baseUrl (GateConfig.echoService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/EchoService.java:35
gate	echo	GET	/validateCronExpression	EchoService	validateCronExpression	-	Call<Map>	services.echo.baseUrl (GateConfig.echoService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/EchoService.java:43
gate	echo	GET	/pubsub/subscriptions	EchoService	getPubsubSubscriptions	-	Call<List<Map<String,String>>>	services.echo.baseUrl (GateConfig.echoService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/EchoService.java:46
gate	echo	POST	/	EchoService	postEvent	Map	Call<Void>	services.echo.baseUrl (GateConfig.echoService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/EchoService.java:49
gate	echo	GET	/quietPeriod	EchoService	getQuietPeriodState	-	Call<Map>	services.echo.baseUrl (GateConfig.echoService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/EchoService.java:52
gate	echo	GET	/installedPlugins	EchoService	getInstalledPlugins	-	Call<List<SpinnakerPluginDescriptor>>	services.echo.baseUrl (GateConfig.echoService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/EchoService.java:55
gate	echo	GET	/notifications/metadata	EchoService	getNotificationTypeMetadata	-	Call<List>	services.echo.baseUrl (GateConfig.echoService)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/EchoService.java:58
gate	front50	GET	/credentials	Front50Service	getCredentials	-	Call<List<Map>>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:34
gate	front50	GET	/v2/applications?restricted=false	Front50Service	getAllApplicationsUnrestricted	-	Call<List<Map>>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:37
gate	front50	GET	/v2/applications/{applicationName}	Front50Service	getApplication	-	Call<Map>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:40
gate	front50	GET	/v2/applications/{applicationName}/history	Front50Service	getApplicationHistory	-	Call<List<Map>>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:43
gate	front50	GET	/pipelines	Front50Service	getAllPipelineConfigs	-	Call<List<Map>>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:47
gate	front50	GET	/pipelines/{app}	Front50Service	getPipelineConfigsForApplication	-	Call<List<Map>>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:50
gate	front50	GET	/pipelines/{app}/name/{name}	Front50Service	getPipelineConfigByApplicationAndName	-	Call<Map>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:56
gate	front50	GET	/pipelines/{id}/get	Front50Service	getPipelineConfigById	-	Call<Map>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:60
gate	front50	DELETE	/pipelines/{app}/{name}	Front50Service	deletePipelineConfig	-	Call<ResponseBody>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:63
gate	front50	POST	/pipelines	Front50Service	savePipelineConfig	Map	Call<ResponseBody>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:66
gate	front50	POST	/pipelines/move	Front50Service	movePipelineConfig	Map	Call<ResponseBody>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:69
gate	front50	GET	/pipelines/{pipelineConfigId}/history	Front50Service	getPipelineConfigHistory	-	Call<List<Map>>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:72
gate	front50	PUT	/pipelines/{pipelineId}	Front50Service	updatePipeline	Map	Call<Map>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:76
gate	front50	GET	/strategies	Front50Service	getAllStrategyConfigs	-	Call<List<Map>>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:79
gate	front50	GET	/strategies/{app}	Front50Service	getStrategyConfigs	-	Call<List<Map>>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:82
gate	front50	DELETE	/strategies/{app}/{name}	Front50Service	deleteStrategyConfig	-	Call<ResponseBody>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:85
gate	front50	POST	/strategies	Front50Service	saveStrategyConfig	Map	Call<ResponseBody>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:88
gate	front50	POST	/strategies/move	Front50Service	moveStrategyConfig	Map	Call<ResponseBody>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:91
gate	front50	GET	/strategies/{strategyConfigId}/history	Front50Service	getStrategyConfigHistory	-	Call<List<Map>>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:94
gate	front50	PUT	/strategies/{strategyId}	Front50Service	updateStrategy	Map	Call<Map>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:98
gate	front50	GET	/pipelineTemplates	Front50Service	getPipelineTemplates	-	Call<List<Map>>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:101
gate	front50	GET	/pipelineTemplates/{pipelineTemplateId}	Front50Service	getPipelineTemplate	-	Call<Map>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:104
gate	front50	GET	/pipelineTemplates/{pipelineTemplateId}/dependentPipelines	Front50Service	getPipelineTemplateDependents	-	Call<List<Map<String,Object>>>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:107
gate	front50	GET	/v2/pipelineTemplates/{pipelineTemplateId}	Front50Service	getV2PipelineTemplate	-	Call<Map>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:111
gate	front50	GET	/v2/pipelineTemplates	Front50Service	getV2PipelineTemplates	-	Call<List<Map>>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:117
gate	front50	GET	/v2/pipelineTemplates/versions	Front50Service	getV2PipelineTemplatesVersions	-	Call<Map<String,List<Map>>>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:120
gate	front50	GET	/v2/pipelineTemplates/{pipelineTemplateId}/dependentPipelines	Front50Service	getV2PipelineTemplateDependents	-	Call<List<Map<String,Object>>>	services.front50.baseUrl (GateConfig.front50Service)	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:123
