caller	provider	method	caller_path	norm_path	provider_path	provider_claim	candidates	caller_body	caller_return	provider_body	provider_return	s2_typing	untyped_as_written	untyped_refined	both_sides_untyped_as_written	edge_claim
gate	front50	GET	/pipelines/{id}/get	/pipelines/{}/get	/pipelines/{id:.+}/get	CLAIM-S2-R0480	1	-	Call<Map>	-	Pipeline	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:60
gate	front50	DELETE	/pipelines/{app}/{name}	/pipelines/{}/{}	/pipelines/{application}/{pipeline:.+}	CLAIM-S2-R0484	1	-	Call<ResponseBody>	-	void	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:63
gate	front50	POST	/pipelines	/pipelines	/pipelines	CLAIM-S2-R0482	1	Map	Call<ResponseBody>	Pipeline	Pipeline	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:66
gate	front50	GET	/pipelines/{pipelineConfigId}/history	/pipelines/{}/history	/pipelines/{id:.+}/history	CLAIM-S2-R0479	1	-	Call<List<Map>>	-	Collection<Pipeline>	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:72
gate	front50	PUT	/pipelines/{pipelineId}	/pipelines/{}	/pipelines/{id}	CLAIM-S2-R0485	1	Map	Call<Map>	Pipeline	Pipeline	typed	1	1	1	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:76
gate	front50	GET	/strategies	/strategies	/strategies	CLAIM-S2-R0512	1	-	Call<List<Map>>	-	Collection<Pipeline>	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:79
gate	front50	GET	/strategies/{app}	/strategies/{}	/strategies/{application:.+}	CLAIM-S2-R0513	1	-	Call<List<Map>>	-	Collection<Pipeline>	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:82
gate	front50	DELETE	/strategies/{app}/{name}	/strategies/{}/{}	/strategies/{application}/{strategy:.+}	CLAIM-S2-R0517	1	-	Call<ResponseBody>	-	void	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:85
gate	front50	POST	/strategies	/strategies	/strategies	CLAIM-S2-R0515	1	Map	Call<ResponseBody>	Pipeline	void	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:88
gate	front50	GET	/strategies/{strategyConfigId}/history	/strategies/{}/history	/strategies/{id:.+}/history	CLAIM-S2-R0514	1	-	Call<List<Map>>	-	Collection<Pipeline>	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:94
gate	front50	PUT	/strategies/{strategyId}	/strategies/{}	/strategies/{id}	CLAIM-S2-R0518	1	Map	Call<Map>	Pipeline	Pipeline	typed	1	1	1	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:98
gate	front50	GET	/pipelineTemplates	/pipelineTemplates	/pipelineTemplates	CLAIM-S2-R0486	1	-	Call<List<Map>>	-	List<PipelineTemplate>	untyped-return	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:101
gate	front50	GET	/pipelineTemplates/{pipelineTemplateId}	/pipelineTemplates/{}	/pipelineTemplates/{id}	CLAIM-S2-R0488	1	-	Call<Map>	-	PipelineTemplate	untyped-return	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:104
gate	front50	GET	/pipelineTemplates/{pipelineTemplateId}/dependentPipelines	/pipelineTemplates/{}/dependentPipelines	/pipelineTemplates/{id}/dependentPipelines	CLAIM-S2-R0491	1	-	Call<List<Map<String,Object>>>	-	List<Pipeline>	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:107
gate	front50	GET	/v2/pipelineTemplates/{pipelineTemplateId}	/v2/pipelineTemplates/{}	/v2/pipelineTemplates/{id}	CLAIM-S2-R0523	1	-	Call<Map>	-	PipelineTemplate	untyped-return	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:111
gate	front50	GET	/v2/pipelineTemplates	/v2/pipelineTemplates	/v2/pipelineTemplates	CLAIM-S2-R0519	1	-	Call<List<Map>>	-	List<PipelineTemplate>	untyped-return	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:117
gate	front50	GET	/v2/pipelineTemplates/versions	/v2/pipelineTemplates/versions	/v2/pipelineTemplates/versions	CLAIM-S2-R0520	2	-	Call<Map<String,List<Map>>>	-	Map<String, List<PipelineTemplate>>	untyped-return	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:120
gate	front50	GET	/v2/pipelineTemplates/{pipelineTemplateId}/dependentPipelines	/v2/pipelineTemplates/{}/dependentPipelines	/v2/pipelineTemplates/{id}/dependentPipelines	CLAIM-S2-R0525	1	-	Call<List<Map<String,Object>>>	-	List<Pipeline>	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:123
gate	front50	GET	/notifications/{type}/{app}	/notifications/{}/{}	/notifications/{type}/{name}	CLAIM-S2-R0467	1	-	Call<Map>	-	Notification	untyped-return	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:127
gate	front50	DELETE	/notifications/{type}/{app}	/notifications/{}/{}	/notifications/{type}/{name}	CLAIM-S2-R0470	1	-	Call<ResponseBody>	-	void	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:130
gate	front50	POST	/notifications/{type}/{app}	/notifications/{}/{}	/notifications/{type}/{name}	CLAIM-S2-R0469	1	Map	Call<ResponseBody>	Notification	void	untyped-body	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:133
gate	front50	GET	/v2/projects	/v2/projects	/v2/projects	CLAIM-S2-R0541	1	-	Call<List<Map>>	-	List<Project>	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:137
gate	front50	GET	/v2/projects/{projectId}	/v2/projects/{}	/v2/projects/{projectId}	CLAIM-S2-R0542	1	-	Call<Map>	-	Project	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:140
gate	front50	GET	/snapshots/{id}	/snapshots/{}	/snapshots/{id:.+}	CLAIM-S2-R0509	1	-	Call<Map>	-	Snapshot	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:143
gate	front50	GET	/snapshots/{id}/history	/snapshots/{}/history	/snapshots/{id:.+}/history	CLAIM-S2-R0508	2	-	Call<List<Map>>	-	Collection<Snapshot>	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:146
gate	front50	GET	/serviceAccounts	/serviceAccounts	/serviceAccounts	CLAIM-S2-R0505	1	-	Call<List<ServiceAccount>>	-	Set<ServiceAccount>	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:149
gate	front50	GET	/deliveries	/deliveries	/deliveries	CLAIM-S2-R0458	1	-	Call<List<Map>>	-	Collection<Delivery>	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:152
gate	front50	GET	/deliveries/{id}	/deliveries/{}	/deliveries/{id}	CLAIM-S2-R0460	1	-	Call<Map>	-	Delivery	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:155
gate	front50	GET	/pluginInfo	/pluginInfo	/pluginInfo	CLAIM-S2-R0494	1	-	Call<List<Map>>	-	Collection<PluginInfo>	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/Front50Service.java:158
gate	igor	GET	/masters	/masters	/masters	CLAIM-S2-R0745	1	-	Call<List<String>>	-	List<String>	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:12
gate	igor	GET	/masters	/masters	/masters	CLAIM-S2-R0745	1	-	Call<List<String>>	-	List<String>	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:22
gate	igor	GET	/jobs/{buildMaster}	/jobs/{}	/jobs/{master:.+}	CLAIM-S2-R0747	1	-	Call<List<String>>	-	List<String>	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:25
gate	igor	GET	/jobs/{buildMaster}/{job}	/jobs/{}/{}	/jobs/{master:.+}/**	CLAIM-S2-R0748	1	-	Call<Map>	-	Object	untyped-return	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:28
gate	igor	GET	/builds/all/{buildMaster}/{job}	/builds/all/{}/{}	/builds/all/{master:.+}/**	CLAIM-S2-R0738	1	-	Call<List<Map>>	-	List<Object>	untyped-return	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:32
gate	igor	GET	/builds/status/{number}/{buildMaster}/{job}	/builds/status/{}/{}/{}	/builds/status/{buildNumber}/{master:.+}/**	CLAIM-S2-R0733	1	-	Call<Map>	-	GenericBuild	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:36
gate	igor	GET	/artifactory/names	/artifactory/names	/artifactory/names	CLAIM-S2-R0561	1	-	Call<List<String>>	-	List<String>	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:42
gate	igor	GET	/nexus/names	/nexus/names	/nexus/names	CLAIM-S2-R0592	1	-	Call<List<String>>	-	List<String>	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:45
gate	igor	GET	/concourse/{buildMaster}/teams	/concourse/{}/teams	/concourse/{buildMaster}/teams	CLAIM-S2-R0579	1	-	Call<List<String>>	-	List<String>	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:48
gate	igor	GET	/concourse/{buildMaster}/teams/{team}/pipelines	/concourse/{}/teams/{}/pipelines	/concourse/{buildMaster}/teams/{team}/pipelines	CLAIM-S2-R0580	1	-	Call<List<String>>	-	List<String>	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:51
gate	igor	GET	/concourse/{buildMaster}/teams/{team}/pipelines/{pipeline}/jobs	/concourse/{}/teams/{}/pipelines/{}/jobs	/concourse/{buildMaster}/teams/{team}/pipelines/{pipeline}/jobs	CLAIM-S2-R0581	1	-	Call<List<String>>	-	List<String>	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:55
gate	igor	GET	/gcb/accounts	/gcb/accounts	/gcb/accounts	CLAIM-S2-R0583	1	-	Call<List<String>>	-	List<String>	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:61
gate	igor	GET	/gcb/triggers/{account}	/gcb/triggers/{}	/gcb/triggers/{account}	CLAIM-S2-R0589	1	-	Call<List<GoogleCloudBuildTrigger>>	-	List<BuildTrigger>	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:64
gate	igor	GET	/codebuild/accounts	/codebuild/accounts	/codebuild/accounts	CLAIM-S2-R0573	1	-	Call<List<String>>	-	List<String>	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:67
gate	igor	GET	/codebuild/projects/{account}	/codebuild/projects/{}	/codebuild/projects/{account}	CLAIM-S2-R0574	1	-	Call<List<String>>	-	List<String>	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:70
gate	igor	GET	/artifacts/{provider}/{packageName}	/artifacts/{}/{}	/artifacts/{provider}/{name}	CLAIM-S2-R0569	1	-	Call<List<String>>	-	List<String>	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:73
gate	igor	GET	/artifacts/{provider}/{packageName}/{version}	/artifacts/{}/{}/{}	/artifacts/{provider}/{name}/{version:.+}	CLAIM-S2-R0570	1	-	Call<Map<String,Object>>	-	Artifact	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:79
gate	igor	GET	/concourse/{buildMaster}/teams/{team}/pipelines/{pipeline}/resources	/concourse/{}/teams/{}/pipelines/{}/resources	/concourse/{buildMaster}/teams/{team}/pipelines/{pipeline}/resources	CLAIM-S2-R0582	1	-	Call<List<String>>	-	List<String>	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:85
gate	igor	GET	/ci/builds	/ci/builds	/ci/builds	CLAIM-S2-R0571	1	-	Call<List<Map<String,Object>>>	-	List<GenericBuild>	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:91
gate	igor	GET	/ci/builds/{buildId}/output	/ci/builds/{}/output	/ci/builds/{buildId}/output	CLAIM-S2-R0572	1	-	Call<Map<String,Object>>	-	Map<String, Object>	untyped-return	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/IgorService.java:99
gate	keel	GET	/resources/events/{name}	/resources/events/{}	/resources/events/{id}	CLAIM-S2-R0715	1	-	Call<List<Map<String,Object>>>	-	List<ResourceHistoryEvent>	polymorphic	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:50
gate	keel	GET	/resources/{name}	/resources/{}	/resources/{id}	CLAIM-S2-R0722	1	-	Call<Resource>	-	Resource<*>	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:54
gate	keel	GET	/resources/{name}	/resources/{}	/resources/{id}	CLAIM-S2-R0722	1	-	Call<Resource>	-	Resource<*>	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:57
gate	keel	GET	/resources/{name}/status	/resources/{}/status	/resources/{id}/status	CLAIM-S2-R0723	1	-	Call<String>	-	ResourceStatus	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:61
gate	keel	POST	/resources/diff	/resources/diff	/resources/diff	CLAIM-S2-R0726	1	Resource	Call<Map>	SubmittedResource<*>	DefaultResourceDiff<Resource<*>>	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:67
gate	keel	GET	/delivery-configs/{name}	/delivery-configs/{}	/delivery-configs/{name}	CLAIM-S2-R0706	1	-	Call<DeliveryConfig>	-	DeliveryConfig	polymorphic	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:73
gate	keel	GET	/delivery-configs/{name}	/delivery-configs/{}	/delivery-configs/{name}	CLAIM-S2-R0706	1	-	Call<DeliveryConfig>	-	DeliveryConfig	polymorphic	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:76
gate	keel	POST	/delivery-configs	/delivery-configs	/delivery-configs	CLAIM-S2-R0704	1	DeliveryConfig	Call<DeliveryConfig>	-	DeliveryConfig	polymorphic	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:83
gate	keel	DELETE	/delivery-configs/{name}	/delivery-configs/{}	/delivery-configs/{name}	CLAIM-S2-R0707	1	-	Call<DeliveryConfig>	-	void	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:87
gate	keel	DELETE	/application/{application}/config	/application/{}/config	/application/{application}/config	CLAIM-S2-R0688	1	-	Call<DeliveryConfig>	-	void	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:90
gate	keel	POST	/delivery-configs/diff	/delivery-configs/diff	/delivery-configs/diff	CLAIM-S2-R0708	1	DeliveryConfig	Call<List<Map>>	SubmittedDeliveryConfig	Map<String, Any?>	untyped-return	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:93
gate	keel	GET	/delivery-configs/schema	/delivery-configs/schema	/delivery-configs/schema	CLAIM-S2-R0712	2	-	Call<Map<String,Object>>	-	RootSchema	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:96
gate	keel	POST	/delivery-configs/validate	/delivery-configs/validate	/delivery-configs/validate	CLAIM-S2-R0709	1	DeliveryConfig	Call<Map>	-	void	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:99
gate	keel	GET	/application/{application}/config	/application/{}/config	/application/{application}/config	CLAIM-S2-R0686	1	-	Call<DeliveryConfig>	-	DeliveryConfig	polymorphic	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:103
gate	keel	GET	/application/{application}/environment/{environment}/constraints	/application/{}/environment/{}/constraints	/application/{application}/environment/{environment}/constraints	CLAIM-S2-R0690	1	-	Call<List<ConstraintState>>	-	List<ConstraintState>	polymorphic	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:106
gate	keel	POST	/application/{application}/environment/{environment}/constraint	/application/{}/environment/{}/constraint	/application/{application}/environment/{environment}/constraint	CLAIM-S2-R0689	1	ConstraintStatus	Call<ResponseBody>	UpdatedConstraintStatus	void	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:112
gate	keel	GET	/application/{application}	/application/{}	/application/{application}	CLAIM-S2-R0685	1	-	Call<Map>	-	Map<String, Any>	untyped-return	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:118
gate	keel	POST	/application/{application}/pause	/application/{}/pause	/application/{application}/pause	CLAIM-S2-R0691	1	Map	Call<ResponseBody>	-	void	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:125
gate	keel	DELETE	/application/{application}/pause	/application/{}/pause	/application/{application}/pause	CLAIM-S2-R0692	1	-	Call<ResponseBody>	-	void	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:129
gate	keel	POST	/resources/{name}/pause	/resources/{}/pause	/resources/{id}/pause	CLAIM-S2-R0724	1	Map	Call<ResponseBody>	-	void	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:132
gate	keel	DELETE	/resources/{name}/pause	/resources/{}/pause	/resources/{id}/pause	CLAIM-S2-R0725	1	-	Call<ResponseBody>	-	void	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:135
gate	keel	GET	/export/{cloudProvider}/{account}/{type}/{name}	/export/{}/{}/{}/{}	/export/{cloudProvider}/{account}/{type}/{name}	CLAIM-S2-R0716	1	-	Call<Resource>	-	SubmittedResource<*>	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:138
gate	keel	GET	/export/artifact/{cloudProvider}/{account}/{clusterName}	/export/artifact/{}/{}/{}	/export/artifact/{cloudProvider}/{account}/{clusterName}	CLAIM-S2-R0717	2	-	Call<Map<String,Object>>	-	DeliveryArtifact?	polymorphic	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:146
gate	keel	POST	/application/{application}/pin	/application/{}/pin	/application/{application}/pin	CLAIM-S2-R0693	1	EnvironmentArtifactPin	Call<ResponseBody>	EnvironmentArtifactPin	void	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:152
gate	keel	DELETE	/application/{application}/pin/{targetEnvironment}	/application/{}/pin/{}	/application/{application}/pin/{targetEnvironment}	CLAIM-S2-R0694	1	-	Call<ResponseBody>	-	void	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:155
gate	keel	POST	/application/{application}/veto	/application/{}/veto	/application/{application}/veto	CLAIM-S2-R0695	1	EnvironmentArtifactVeto	Call<ResponseBody>	EnvironmentArtifactVeto	void	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:161
gate	keel	POST	/application/{application}/mark/bad	/application/{}/mark/bad	/application/{application}/mark/bad	CLAIM-S2-R0696	1	EnvironmentArtifactVeto	Call<ResponseBody>	EnvironmentArtifactVeto	void	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:165
gate	keel	DELETE	/application/{application}/veto/{targetEnvironment}/{reference}/{version}	/application/{}/veto/{}/{}/{}	/application/{application}/veto/{targetEnvironment}/{reference}/{version}	CLAIM-S2-R0698	1	-	Call<ResponseBody>	-	void	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:169
gate	keel	POST	/application/{application}/mark/good	/application/{}/mark/good	/application/{application}/mark/good	CLAIM-S2-R0697	1	EnvironmentArtifactVeto	Call<ResponseBody>	EnvironmentArtifactVeto	void	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:176
gate	keel	POST	/application/{application}/environment/{environment}/verifications	/application/{}/environment/{}/verifications	/application/{application}/environment/{environment}/verifications	CLAIM-S2-R0727	1	OverrideVerificationRequest	Call<ResponseBody>	UpdateVerificationStatusRequest	void	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:180
gate	keel	POST	/application/{application}/environment/{environment}/verifications/retry	/application/{}/environment/{}/verifications/retry	/application/{application}/environment/{environment}/verifications/retry	CLAIM-S2-R0728	1	RetryVerificationRequest	Call<ResponseBody>	RetryVerificationRequest	void	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:186
gate	keel	GET	/environments/{application}	/environments/{}	/environments/{application}	CLAIM-S2-R0713	1	-	Call<List<Map<String,Object>>>	-	List<EnvironmentView>	polymorphic	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/KeelService.java:203
gate	orca	POST	/ops	/ops	/ops	CLAIM-S2-R0292	2	Map<String,Object>	Call<Map>	List<Map>	Map<String, String>	untyped-both	1	1	1	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:20
gate	orca	GET	/applications/{application}/tasks	/applications/{}/tasks	/applications/{application}/tasks	CLAIM-S2-R0299	1	-	Call<List>	-	List<OrchestrationViewModel>	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:24
gate	orca	GET	/v2/applications/{application}/pipelines	/v2/applications/{}/pipelines	/v2/applications/{application}/pipelines	CLAIM-S2-R0319	1	-	Call<List>	-	List<PipelineExecution>	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:32
gate	orca	GET	/projects/{projectId}/pipelines	/projects/{}/pipelines	/projects/{projectId}/pipelines	CLAIM-S2-R0298	1	-	Call<List<Map>>	-	List<PipelineExecution>	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:40
gate	orca	GET	/tasks/{id}	/tasks/{}	/tasks/{id}	CLAIM-S2-R0301	1	-	Call<Map>	-	OrchestrationViewModel	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:47
gate	orca	DELETE	/tasks/{id}	/tasks/{}	/tasks/{id}	CLAIM-S2-R0302	1	-	Call<Map>	-	void	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:51
gate	orca	PUT	/tasks/{id}/cancel	/tasks/{}/cancel	/tasks/{id}/cancel	CLAIM-S2-R0303	1	String	Call<Map>	-	void	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:55
gate	orca	PUT	/tasks/cancel	/tasks/cancel	/tasks/cancel	CLAIM-S2-R0304	1	List<String>	Call<Map>	List<String>	void	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:59
gate	orca	GET	/pipelines	/pipelines	/pipelines	CLAIM-S2-R0305	1	-	Call<List>	-	List<PipelineExecution>	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:63
gate	orca	GET	/applications/{application}/pipelines/search	/applications/{}/pipelines/search	/applications/{application}/pipelines/search	CLAIM-S2-R0306	1	-	Call<List>	-	List<PipelineExecution>	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:72
gate	orca	GET	/pipelines/{id}	/pipelines/{}	/pipelines/{id}	CLAIM-S2-R0307	1	-	Call<Map>	-	PipelineExecution	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:88
gate	orca	PUT	/pipelines/{id}/cancel	/pipelines/{}/cancel	/pipelines/{id}/cancel	CLAIM-S2-R0309	1	String	Call<Void>	-	void	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:92
gate	orca	PUT	/pipelines/{id}/pause	/pipelines/{}/pause	/pipelines/{id}/pause	CLAIM-S2-R0310	1	String	Call<Void>	-	void	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:100
gate	orca	PUT	/pipelines/{id}/resume	/pipelines/{}/resume	/pipelines/{id}/resume	CLAIM-S2-R0311	1	String	Call<Void>	-	void	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:104
