caller	provider	method	caller_path	norm_path	provider_path	provider_claim	candidates	caller_body	caller_return	provider_body	provider_return	s2_typing	untyped_as_written	untyped_refined	both_sides_untyped_as_written	edge_claim
gate	orca	DELETE	/pipelines/{id}	/pipelines/{}	/pipelines/{id}	CLAIM-S2-R0308	1	-	Call<Void>	-	void	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:108
gate	orca	PUT	/pipelines/{executionId}/stages/{stageId}/restart	/pipelines/{}/stages/{}/restart	/pipelines/{id}/stages/{stageId}/restart	CLAIM-S2-R0315	1	Map	Call<Map>	Map	PipelineExecution	untyped-body	1	1	1	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:112
gate	orca	POST	/orchestrate	/orchestrate	/orchestrate	CLAIM-S2-R0287	1	Map	Call<Map>	Map	Map<String, Object>	untyped-both	1	1	1	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:119
gate	orca	PATCH	/pipelines/{executionId}/stages/{stageId}	/pipelines/{}/stages/{}	/pipelines/{id}/stages/{stageId}	CLAIM-S2-R0314	1	Map	Call<Map>	Map	PipelineExecution	untyped-body	1	1	1	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:123
gate	orca	GET	/pipelines/{id}/evaluateExpression	/pipelines/{}/evaluateExpression	/pipelines/{id}/evaluateExpression	CLAIM-S2-R0316	1	-	Call<Map>	-	Map	untyped-return	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:128
gate	orca	GET	/pipelines/{id}/{stageId}/evaluateExpression	/pipelines/{}/{}/evaluateExpression	/pipelines/{id}/{stageId}/evaluateExpression	CLAIM-S2-R0317	1	-	Call<Map>	-	Map	untyped-return	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:133
gate	orca	POST	/pipelines/{id}/evaluateVariables	/pipelines/{}/evaluateVariables	/pipelines/{id}/evaluateVariables	CLAIM-S2-R0318	1	List<Map<String,String>>	Call<Map>	List<Map<String, String>>	Map	untyped-both	1	1	1	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:140
gate	orca	GET	/webhooks/preconfigured	/webhooks/preconfigured	/webhooks/preconfigured	CLAIM-S2-R0294	1	-	Call<List>	-	List<Map<String, Object>>	untyped-return	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:148
gate	orca	GET	/jobs/preconfigured	/jobs/preconfigured	/jobs/preconfigured	CLAIM-S2-R0295	1	-	Call<List>	-	List<Map<String, Object>>	untyped-return	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:152
gate	orca	GET	/pipelineTemplate	/pipelineTemplate	/pipelineTemplate	CLAIM-S2-R0296	1	-	Call<Map>	-	PipelineTemplate	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:156
gate	orca	POST	/convertPipelineToTemplate	/convertPipelineToTemplate	/convertPipelineToTemplate	CLAIM-S2-R0297	1	Map<String,?extendsObject>	Call<ResponseBody>	Map<String, Object>	String	untyped-body	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:162
gate	orca	POST	/v2/pipelineTemplates/plan	/v2/pipelineTemplates/plan	/v2/pipelineTemplates/plan	CLAIM-S2-R0326	1	Map<String,Object>	Call<Map<String,Object>>	Map<String, Object>	Map<String, Object>	untyped-both	1	1	1	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:166
gate	orca	POST	/concourse/stage/start	/concourse/stage/start	/concourse/stage/start	CLAIM-S2-R0323	1	String	Call<ResponseBody>	-	void	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:169
gate	orca	GET	/capabilities/deploymentMonitors	/capabilities/deploymentMonitors	/capabilities/deploymentMonitors	CLAIM-S2-R0321	1	-	Call<List<Object>>	-	List<DeploymentMonitorDefinition>	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:176
gate	orca	GET	/capabilities/expressions	/capabilities/expressions	/capabilities/expressions	CLAIM-S2-R0322	1	-	Call<Map>	-	ExpressionCapabilityResult	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/OrcaService.java:179
gate	rosco	GET	/bakeOptions	/bakeOptions	/bakeOptions	CLAIM-S2-R0612	1	-	Call<List>	-	List<BakeOptions>	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/RoscoService.java:12
gate	rosco	GET	/bakeOptions/{cloudProvider}	/bakeOptions/{}	/bakeOptions/{cloudProvider}	CLAIM-S2-R0613	1	-	Call<Map>	-	BakeOptions	typed	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/RoscoService.java:15
gate	rosco	GET	/api/v1/{region}/logs/{statusId}	/api/v1/{}/logs/{}	/api/v1/{region}/logs/{statusId}	CLAIM-S2-R0618	1	-	Call<Map>	-	Map	untyped-return	1	1	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/RoscoService.java:19
gate	fiat	GET	/authorize/{userId}/serviceAccounts?expand=true	/authorize/{}/serviceAccounts	/authorize/{userId:.+}/serviceAccounts	CLAIM-S2-R0603	1	-	Call<List<UserPermission.View>>	-	Set<? extends Viewable.BaseView>	typed	0	0	0	gate@v6.69.0 gate-core/src/main/java/com/netflix/spinnaker/gate/services/internal/ExtendedFiatService.java:28
gate	kayenta	GET	/credentials	/credentials	/credentials	CLAIM-S2-R0661	1	-	Call<List>	-	Set<? extends AccountCredentials>	typed	1	1	0	gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/services/internal/KayentaService.groovy:31
gate	kayenta	GET	/canaryConfig	/canaryConfig	/canaryConfig	CLAIM-S2-R0647	1	-	Call<List>	-	List<Map<String, Object>>	untyped-return	1	1	0	gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/services/internal/KayentaService.groovy:34
gate	kayenta	GET	/canaryConfig/{id}	/canaryConfig/{}	/canaryConfig/{canaryConfigId:.+}	CLAIM-S2-R0643	1	-	Call<Map>	-	CanaryConfig	polymorphic	1	1	0	gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/services/internal/KayentaService.groovy:38
gate	kayenta	POST	/canaryConfig	/canaryConfig	/canaryConfig	CLAIM-S2-R0644	1	Map	Call<Map>	CanaryConfig	CanaryConfigUpdateResponse	polymorphic	1	1	1	gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/services/internal/KayentaService.groovy:42
gate	kayenta	PUT	/canaryConfig/{id}	/canaryConfig/{}	/canaryConfig/{canaryConfigId:.+}	CLAIM-S2-R0645	1	Map	Call<Map>	CanaryConfig	CanaryConfigUpdateResponse	polymorphic	1	1	1	gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/services/internal/KayentaService.groovy:46
gate	kayenta	DELETE	/canaryConfig/{id}	/canaryConfig/{}	/canaryConfig/{canaryConfigId:.+}	CLAIM-S2-R0646	1	-	Call<ResponseBody>	-	void	typed	0	0	0	gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/services/internal/KayentaService.groovy:51
gate	kayenta	GET	/metadata/metricsService	/metadata/metricsService	/metadata/metricsService	CLAIM-S2-R0672	1	-	Call<List>	-	List<Map>	untyped-return	1	1	0	gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/services/internal/KayentaService.groovy:55
gate	kayenta	GET	/judges	/judges	/judges	CLAIM-S2-R0652	1	-	Call<List>	-	List<CanaryJudge>	typed	1	1	0	gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/services/internal/KayentaService.groovy:59
gate	kayenta	POST	/canary	/canary	/canary	CLAIM-S2-R0649	1	Map	Call<Map>	CanaryAdhocExecutionRequest	CanaryExecutionResponse	polymorphic	1	1	1	gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/services/internal/KayentaService.groovy:62
gate	kayenta	POST	/canary/{canaryConfigId}	/canary/{}	/canary/{canaryConfigId:.+}	CLAIM-S2-R0648	1	Map	Call<Map>	CanaryExecutionRequest	CanaryExecutionResponse	typed	1	1	1	gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/services/internal/KayentaService.groovy:69
gate	kayenta	GET	/canary/{canaryExecutionId}	/canary/{}	/canary/{canaryExecutionId:.+}	CLAIM-S2-R0650	1	-	Call<Map>	-	CanaryExecutionStatusResponse	polymorphic	1	1	0	gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/services/internal/KayentaService.groovy:78
gate	kayenta	GET	/canary/executions	/canary/executions	/canary/executions	CLAIM-S2-R0651	2	-	Call<List>	-	List<CanaryExecutionStatusResponse>	polymorphic	1	1	0	gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/services/internal/KayentaService.groovy:82
gate	kayenta	GET	/metricSetPairList/{metricSetPairListId}	/metricSetPairList/{}	/metricSetPairList/{metricSetPairListId:.+}	CLAIM-S2-R0667	1	-	Call<List>	-	List<MetricSetPair>	typed	1	1	0	gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/services/internal/KayentaService.groovy:89
gate	fiat	GET	authorize/{userId}	/authorize/{}	/authorize/{userId:.+}	CLAIM-S2-R0597	1	-	Call<UserPermission.View>	-	UserPermission.View	typed	0	0	0	fiat@v1.57.0 fiat-api/src/main/java/com/netflix/spinnaker/fiat/shared/FiatService.java:36
gate	fiat	GET	authorize/{userId}/{resourceType}/{resourceName}/{authorization}	/authorize/{}/{}/{}/{}	/authorize/{userId:.+}/{resourceType:.+}/{resourceName:.+}/{authorization:.+}	CLAIM-S2-R0605	1	-	Call<Void>	-	void	typed	0	0	0	fiat@v1.57.0 fiat-api/src/main/java/com/netflix/spinnaker/fiat/shared/FiatService.java:46
gate	fiat	POST	authorize/{userId}/{resourceType}/create	/authorize/{}/{}/create	/authorize/{userId:.+}/{resourceType:.+}/create	CLAIM-S2-R0606	1	Object	Call<Void>	Object	void	untyped-body	1	1	0	fiat@v1.57.0 fiat-api/src/main/java/com/netflix/spinnaker/fiat/shared/FiatService.java:61
gate	fiat	POST	roles/sync	/roles/sync	/roles/sync	CLAIM-S2-R0610	2	-	Call<Long>	List<String>	long	typed	0	0	0	fiat@v1.57.0 fiat-api/src/main/java/com/netflix/spinnaker/fiat/shared/FiatService.java:72
gate	fiat	POST	roles/sync	/roles/sync	/roles/sync	CLAIM-S2-R0610	2	List<String>	Call<Long>	List<String>	long	typed	0	0	0	fiat@v1.57.0 fiat-api/src/main/java/com/netflix/spinnaker/fiat/shared/FiatService.java:81
gate	fiat	POST	roles/sync/serviceAccount/{serviceAccountId}	/roles/sync/serviceAccount/{}	/roles/sync/serviceAccount/{serviceAccountId:.+}	CLAIM-S2-R0611	1	List<String>	Call<Long>	List<String>	long	typed	0	0	0	fiat@v1.57.0 fiat-api/src/main/java/com/netflix/spinnaker/fiat/shared/FiatService.java:92
gate	fiat	POST	roles/{userId}	/roles/{}	/roles/{userId:.+}	CLAIM-S2-R0607	1	-	Call<Void>	-	void	typed	0	0	0	fiat@v1.57.0 fiat-api/src/main/java/com/netflix/spinnaker/fiat/shared/FiatService.java:100
gate	fiat	PUT	roles/{userId}	/roles/{}	/roles/{userId:.+}	CLAIM-S2-R0608	1	Collection<String>	Call<Void>	List<String>	void	typed	0	0	0	fiat@v1.57.0 fiat-api/src/main/java/com/netflix/spinnaker/fiat/shared/FiatService.java:110
gate	fiat	DELETE	roles/{userId}	/roles/{}	/roles/{userId:.+}	CLAIM-S2-R0609	1	-	Call<Void>	-	void	typed	0	0	0	fiat@v1.57.0 fiat-api/src/main/java/com/netflix/spinnaker/fiat/shared/FiatService.java:117
gate	front50	GET	/pluginInfo/{id}	/pluginInfo/{}	/pluginInfo/{id}	CLAIM-S2-R0495	1	-	Call<SpinnakerPluginInfo>	-	PluginInfo	typed	0	0	0	kork@v7.254.0 kork-plugins/src/main/kotlin/com/netflix/spinnaker/kork/plugins/update/internal/Front50Service.kt:35
gate	front50	GET	/pluginInfo	/pluginInfo	/pluginInfo	CLAIM-S2-R0494	1	-	Call<Collection<SpinnakerPluginInfo>>	-	Collection<PluginInfo>	typed	0	0	0	kork@v7.254.0 kork-plugins/src/main/kotlin/com/netflix/spinnaker/kork/plugins/update/internal/Front50Service.kt:41
gate	front50	PUT	/pluginVersions/{serverGroupName}	/pluginVersions/{}	/pluginVersions/{serverGroupName}	CLAIM-S2-R0502	1	Map<String,String>	Call<PinnedVersions>	Map<String, String>	Map<String, PluginInfo.Release>	untyped-both	1	0	1	kork@v7.254.0 kork-plugins/src/main/kotlin/com/netflix/spinnaker/kork/plugins/update/internal/Front50Service.kt:49
orca	clouddriver	GET	/applications/{app}/clusters/{account}/{cluster}/{cloudProvider}	/applications/{}/clusters/{}/{}/{}	/applications/{application}/clusters/{account:.+}/{name:.+}/{type}	CLAIM-S2-R0377	1	-	Response	-	Cluster	typed	0	0	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/OortService.java:35
orca	clouddriver	GET	/applications/{app}/serverGroups	/applications/{}/serverGroups	/applications/{application}/serverGroups	CLAIM-S2-R0423	1	-	Response	-	List<Object>	untyped-return	1	1	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/OortService.java:42
orca	clouddriver	GET	/applications/{app}/clusters/{account}/{cluster}/{cloudProvider}/serverGroups/{serverGroup}	/applications/{}/clusters/{}/{}/{}/serverGroups/{}	/applications/{application}/clusters/{account:.+}/{clusterName:.+}/{type}/serverGroups/{serverGroupName:.+}	CLAIM-S2-R0379	1	-	Response	-	def	untyped-return	1	1	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/OortService.java:45
orca	clouddriver	GET	/applications/{app}/clusters/{account}/{cluster}/{cloudProvider}/serverGroups/{serverGroup}	/applications/{}/clusters/{}/{}/{}/serverGroups/{}	/applications/{application}/clusters/{account:.+}/{clusterName:.+}/{type}/serverGroups/{serverGroupName:.+}	CLAIM-S2-R0379	1	-	List<ServerGroup>	-	def	untyped-return	1	1	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/OortService.java:55
orca	clouddriver	GET	/manifests/{account}/_/{manifest}	/manifests/{}/_/{}	/manifests/{account:.+}/_/{name:.+}	CLAIM-S2-R0355	2	-	Manifest	-	Manifest	typed	0	0	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/OortService.java:64
orca	clouddriver	GET	/manifests/{account}/{location}/{manifest}	/manifests/{}/{}/{}	/manifests/{account:.+}/{location:.+}/{name:.+}	CLAIM-S2-R0356	1	-	Manifest	-	Manifest	typed	0	0	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/OortService.java:70
orca	clouddriver	GET	/manifests/{account}/{location}/{kind}/cluster/{app}/{clusterName}/dynamic/{criteria}	/manifests/{}/{}/{}/cluster/{}/{}/dynamic/{}	/manifests/{account:.+}/{location:.+}/{kind:.+}/cluster/{app:.+}/{cluster:.+}/dynamic/{criteria:.+}	CLAIM-S2-R0358	1	-	ManifestCoordinates	-	KubernetesCoordinates	typed	0	0	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/OortService.java:77
orca	clouddriver	GET	/manifests/{account}/{location}/{kind}/cluster/{app}/{clusterName}	/manifests/{}/{}/{}/cluster/{}/{}	/manifests/{account:.+}/{location:.+}/{kind:.+}/cluster/{app:.+}/{cluster:.+}	CLAIM-S2-R0359	1	-	List<ManifestCoordinates>	-	List<KubernetesCoordinates>	typed	0	0	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/OortService.java:86
orca	clouddriver	GET	/applications/{app}/serverGroups/{account}/{region}/{serverGroup}	/applications/{}/serverGroups/{}/{}/{}	/applications/{application}/serverGroups/{account}/{region}/{name:.+}	CLAIM-S2-R0421	1	-	Response	-	ServerGroup	typed	0	0	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/OortService.java:95
orca	clouddriver	GET	/serverGroups/{account}/{region}/{serverGroup}	/serverGroups/{}/{}/{}	/serverGroups/{account}/{region}/{name:.+}	CLAIM-S2-R0422	1	-	Response	-	ServerGroup	typed	0	0	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/OortService.java:102
orca	clouddriver	GET	/applications/{app}/clusters/{account}/{cluster}/{cloudProvider}/{scope}/serverGroups/target/{target}	/applications/{}/clusters/{}/{}/{}/{}/serverGroups/target/{}	/applications/{application}/clusters/{account:.+}/{clusterName:.+}/{cloudProvider}/{scope}/serverGroups/target/{target:.+}	CLAIM-S2-R0380	1	-	ServerGroup	-	ServerGroup	typed	0	0	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/OortService.java:108
orca	clouddriver	GET	/applications/{app}/clusters/{account}/{cluster}/{cloudProvider}/{scope}/serverGroups/target/{target}/{summaryType}	/applications/{}/clusters/{}/{}/{}/{}/serverGroups/target/{}/{}	/applications/{application}/clusters/{account:.+}/{clusterName:.+}/{cloudProvider}/{scope}/serverGroups/target/{target:.+}/{summaryType:.+}	CLAIM-S2-R0381	1	-	Map<String,Object>	-	Summary	typed	1	1	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/OortService.java:118
orca	clouddriver	GET	/search	/search	/search	CLAIM-S2-R0413	1	-	Response	-	List<SearchResultSet>	typed	0	0	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/OortService.java:130
orca	clouddriver	GET	/applications/{app}	/applications/{}	/applications/{name:.+}	CLAIM-S2-R0366	1	-	Response	-	ApplicationViewModel	typed	0	0	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/OortService.java:136
orca	clouddriver	GET	/instances/{account}/{region}/{instanceId}	/instances/{}/{}/{}	/instances/{account}/{region}/{id:.+}	CLAIM-S2-R0387	1	-	Response	-	Instance	typed	0	0	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/OortService.java:139
orca	clouddriver	PUT	/artifacts/fetch/	/artifacts/fetch	/artifacts/fetch	CLAIM-S2-R0429	1	Artifact	Response	Artifact	StreamingResponseBody	typed	0	0	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/OortService.java:145
orca	clouddriver	GET	/{provider}/loadBalancers/{account}/{region}/{name}	/{}/loadBalancers/{}/{}/{}	/{cloudProvider:.+}/loadBalancers/{account:.+}/{region:.+}/{name:.+}	CLAIM-S2-R0397	1	-	List<Map>	-	List<LoadBalancerProvider.Details>	typed	1	1	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/OortService.java:148
orca	clouddriver	GET	/tags	/tags	/tags	CLAIM-S2-R0441	1	-	List<Map<String,Object>>	-	Collection<EntityTags>	typed	1	1	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/OortService.java:170
orca	clouddriver	GET	/tags	/tags	/tags	CLAIM-S2-R0441	1	-	List<Map>	-	Collection<EntityTags>	typed	1	1	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/OortService.java:178
orca	clouddriver	GET	/aws/cloudFormation/stacks/{stackId}	/aws/cloudFormation/stacks/{}	/aws/cloudFormation/stacks/**	CLAIM-S2-R0336	1	-	Map	-	AmazonCloudFormationStack	typed	1	1	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/OortService.java:181
orca	clouddriver	GET	/servicebroker/{account}/serviceInstance	/servicebroker/{}/serviceInstance	/servicebroker/{account}/serviceInstance	CLAIM-S2-R0448	1	-	Map<String,Object>	-	ServiceInstance	typed	1	1	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/OortService.java:184
orca	clouddriver	GET	/credentials	/credentials	/credentials	CLAIM-S2-R0433	1	-	List<Map<String,Object>>	-	List<Map<String, Object>>	untyped-return	1	1	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/OortService.java:191
orca	clouddriver	GET	/securityGroups/{account}/{type}/{region}/{securityGroupName}	/securityGroups/{}/{}/{}/{}	/securityGroups/{account}/{cloudProvider}/{region}/{securityGroupNameOrId:.+}	CLAIM-S2-R0420	1	-	SecurityGroup	-	SecurityGroup	polymorphic	0	0	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/MortService.java:36
orca	clouddriver	GET	/securityGroups/{account}/{type}/{region}/{securityGroupName}	/securityGroups/{}/{}/{}/{}	/securityGroups/{account}/{cloudProvider}/{region}/{securityGroupNameOrId:.+}	CLAIM-S2-R0420	1	-	SecurityGroup	-	SecurityGroup	polymorphic	0	0	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/MortService.java:43
orca	clouddriver	GET	/vpcs	/vpcs	/vpcs	CLAIM-S2-R0427	1	-	Collection<VPC>	-	Set<Network>	typed	0	0	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/MortService.java:51
orca	clouddriver	GET	/search	/search	/search	CLAIM-S2-R0413	1	-	List<SearchResult>	-	List<SearchResultSet>	typed	0	0	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/MortService.java:54
orca	clouddriver	GET	/credentials/{account}	/credentials/{}	/credentials/{accountName}	CLAIM-S2-R0434	1	-	Map	-	Map<String, Object>	untyped-return	1	1	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/MortService.java:57
orca	clouddriver	POST	/ops	/ops	/ops	CLAIM-S2-R0400	1	Collection<?extendsMap<String,Map>>	TaskId	List<Map<String, Map>>	StartOperationResult	untyped-body	1	1	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/KatoRestService.java:25
orca	clouddriver	POST	/{cloudProvider}/ops	/{}/ops	/{cloudProvider}/ops	CLAIM-S2-R0402	1	Collection<?extendsMap<String,Map>>	TaskId	List<Map<String, Map>>	StartOperationResult	untyped-body	1	1	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/KatoRestService.java:30
orca	clouddriver	POST	/{cloudProvider}/ops/{operationName}	/{}/ops/{}	/{cloudProvider}/ops/{name}	CLAIM-S2-R0403	1	OperationContext	Response	Map	StartOperationResult	untyped-body	1	1	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/KatoRestService.java:36
orca	clouddriver	PATCH	/{cloudProvider}/task/{id}	/{}/task/{}	/{cloudProvider}/task/{id}	CLAIM-S2-R0404	1	Map	TaskId	Map	StartOperationResult	untyped-body	1	1	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/KatoRestService.java:43
orca	clouddriver	POST	/{cloudProvider}/task/{id}/restart	/{}/task/{}/restart	/{cloudProvider}/task/{id}/restart	CLAIM-S2-R0406	1	Collection<?extendsMap<String,Map>>	TaskId	List<Map<String, Map>>	StartOperationResult	untyped-body	1	1	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/KatoRestService.java:47
orca	clouddriver	GET	/applications/{app}/jobs/{account}/{region}/{id}	/applications/{}/jobs/{}/{}/{}	/applications/{application}/jobs/{account}/{location}/{id:.+}	CLAIM-S2-R0390	1	-	Response	-	JobStatus	typed	0	0	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/KatoRestService.java:54
orca	clouddriver	DELETE	/applications/{app}/jobs/{account}/{location}/{id}	/applications/{}/jobs/{}/{}/{}	/applications/{application}/jobs/{account}/{location}/{id:.+}	CLAIM-S2-R0391	1	-	Response	-	void	typed	0	0	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/KatoRestService.java:61
orca	clouddriver	GET	/applications/{app}/jobs/{account}/{region}/{id}/{fileName}	/applications/{}/jobs/{}/{}/{}/{}	/applications/{application}/jobs/{account}/{location}/{id}/{fileName:.+}	CLAIM-S2-R0392	1	-	Map<String,Object>	-	Map<String, Object>	untyped-return	1	1	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/KatoRestService.java:68
orca	clouddriver	GET	/applications/{app}/kubernetes/pods/{account}/{namespace}/{podName}/{fileName}	/applications/{}/kubernetes/pods/{}/{}/{}/{}	/applications/{application}/kubernetes/pods/{account}/{namespace}/{podName}/{fileName:.+}	CLAIM-S2-R0360	1	-	Map<String,Object>	-	Map<String, Object>	untyped-return	1	1	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/KatoRestService.java:76
orca	clouddriver	GET	/task/{id}	/task/{}	/task/{id}	CLAIM-S2-R0407	1	-	Task	-	Task	typed	0	0	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/KatoRestService.java:88
orca	clouddriver	POST	/task/{id}:resume	/task/{}:resume	/task/{id}:resume	CLAIM-S2-R0409	1	-	TaskId	-	StartOperationResult	typed	0	0	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/KatoRestService.java:91
orca	clouddriver	POST	/cache/{cloudProvider}/{type}	/cache/{}/{}	/cache/{cloudProvider}/{type}	CLAIM-S2-R0367	1	Map<String,?>	Response	Map<String, ? extends Object>	ResponseEntity<?>(raw)	untyped-both	1	1	1	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/CloudDriverCacheService.java:28
orca	clouddriver	PUT	/admin/db/truncate/{namespace}	/admin/db/truncate/{}	/admin/db/truncate/{namespace}	CLAIM-S2-R0327	1	-	Map<String,Object>	-	CleanTablesResult	typed	1	1	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/CloudDriverCacheService.java:34
orca	clouddriver	GET	/cache/{cloudProvider}/{type}	/cache/{}/{}	/cache/{cloudProvider}/{type}	CLAIM-S2-R0369	1	-	Collection<Map>	-	Collection<Map>	untyped-return	1	1	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/CloudDriverCacheStatusService.java:25
orca	clouddriver	GET	/task/{id}	/task/{}	/task/{id}	CLAIM-S2-R0407	1	-	Task	-	Task	typed	0	0	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/CloudDriverTaskStatusService.java:25
